question_id,domain,operator_types,num_logical_ops,reasoning_hops,operation_variety,logical_form,question_fa,question_en,template_fa,template_en,source,question_mode,sparql_query,notes,gold_wikidataids,gold_labels_en,gold_labels_fa,gold_display_label,answer_count,sheet_name
478,Cultural Figures,"AND, OR, NOT",3,3,3,culF_D | (culF_B & ¬culF_C),کدام افراد یا تهیه‌کننده تلویزیونی ایرانی هستند، یا پژوهشگر مطالعات فرهنگی هستند اما مستندساز نیستند؟,"Which people are either Iranian television producers, or cultural studies researchers but not documentary filmmakers?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.

  {
    ?item wdt:P106 wd:Q19829999.
    FILTER NOT EXISTS { ?item wdt:P106 wd:Q1235146. }
  }
  UNION {
    ?item wdt:P106 wd:Q578109.
  }

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
",-,Q124007487;Q124255609;Q124270714;Q124418888;Q124537966;Q124567329;Q125450290;Q130467583;Q134520242;Q5937652;Q10859154;Q97193003;Q2298313;Q328587;Q3338543;Q18643733;Q7037523;Q20110525;Q20687487;Q5721350;Q5871713;Q5942431;Q5942608;Q5953255;Q6900414;Q25425217;Q7405619;Q7408544;Q26858733;Q27783588;Q136170359;Q28712825;Q28712934;Q959115;Q31070080;Q41795530;Q56356661;Q61063697;Q61065070;Q65198204;Q65199858;Q110855954;Q124606505,Abbas Mowzoon;Mohsen Maghsoodi;Mohammadreza Bagheri;Amir Sayah;Najmeddin Shariati;Mohsen Daliran;Ehsan Merajifar;Mehrdad Niknam;;Seyed Mohammad Hosseini;Ehsan Alikhani;MohammadReza Shafiei;Reza Aslan;Shahram Entekhabi;Baba Ali;Mehdi Sadaghdar;Nima;Manuchehr Shahsavari;Parya Vatankhah;Mazdak Mirzaei;Majid Ghannad;Esmaeel Afifeh;Lawrence Paul Elwell-Sutton;;Monir Vakili;Mohammad Hossein Misaghi;Salome MC;Saman Arbabi;Aref Mohammadi;Mohammad-Foad Saffarianpour;Ramin Abbasizadeh;Iman Afsharian;Behzad Bolour;Farhad Safinia;Faramarz Basseri;Mehran Maham;Raha Etemadi;Javad Farhani;Mansour Sohrabpour;Hamid Akhoundi;Peyman Yousefi;Alireza Golpayegani;Seyed Ebrahim Amerian,عباس موزون;محسن مقصودی;محمدرضا باقری;امیر سیاح;نجم الدین شریعتی;محسن دلیران;احسان معراجی فر;مهرداد نیکنام;عباس نژادفتحی;سید محمد حسینی;احسان علیخانی;محمدرضا شفیعی;رضا اصلان;شهرام انتخابی;بابا علی;مهدی صداقدار;نیما;منوچهر شاهسواری;پریا وطنخواه;مزدک میرزایی;مجید قناد;اسماعیل عفیفه;لارنس پائول الول ساتن;مانوک خدابخشیان;منیر وکیلی;محمدحسین میثاقی;سالومه امسی;سامان اربابی;عارف محمدی;محمدفؤاد صفاریانپور;رامین عباسیزاده;ایمان افشاریان;بهزاد بلور;فرهاد صفینیا;فرامرز باصری;مهران مهام;رها اعتمادی;جواد فرحانی;منصور سهرابپور;حمید آخوندی;پیمان یوسفی;علیرضا گلپایگانی;سید ابراهیم عامریان,Abbas Mowzoon;Mohsen Maghsoodi;Mohammadreza Bagheri;Amir Sayah;Najmeddin Shariati;Mohsen Daliran;Ehsan Merajifar;Mehrdad Niknam;عباس نژادفتحی;Seyed Mohammad Hosseini;Ehsan Alikhani;MohammadReza Shafiei;Reza Aslan;Shahram Entekhabi;Baba Ali;Mehdi Sadaghdar;Nima;Manuchehr Shahsavari;Parya Vatankhah;Mazdak Mirzaei;Majid Ghannad;Esmaeel Afifeh;Lawrence Paul Elwell-Sutton;مانوک خدابخشیان;Monir Vakili;Mohammad Hossein Misaghi;Salome MC;Saman Arbabi;Aref Mohammadi;Mohammad-Foad Saffarianpour;Ramin Abbasizadeh;Iman Afsharian;Behzad Bolour;Farhad Safinia;Faramarz Basseri;Mehran Maham;Raha Etemadi;Javad Farhani;Mansour Sohrabpour;Hamid Akhoundi;Peyman Yousefi;Alireza Golpayegani;Seyed Ebrahim Amerian,43,three-op
479,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_H | (CAF_B & ¬CAF_A),کدام افراد یا نقاش دیواری ایرانی هستند، یا هنرمند تجسمی هستند اما نقاش زن نیستند؟,"Which people are either Iranian muralists, or visual artists but not female painters?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q3374326. } # X: Muralist (H)
  UNION
  { 
    ?item wdt:P106 wd:Q3391743. # Y: B
    MINUS { ?item wdt:P106 wd:Q1028181; wdt:P21 wd:Q6581072. } # MINUS Z: A
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q22328319;Q124539557;Q122861580;Q131704092;Q124539558;Q43132357;Q114577325;Q85102108;Q4858562;Q1122217;Q131522866;Q2276397;Q28497090;Q1075732;Q12054190;Q97200511;Q124219609;Q114578535;Q3066849;Q5962799;Q2638857;Q20684124;Q115280518;Q1784348;Q122957300;Q21468821;Q130443799;Q137399157;Q117337737;Q50294655;Q129915310,HK Zamani;Hadi Jamali;Minoo Emami;Pardiss Amerian;Reihan Ebrahimi;Shahram Karimi;Shilla Shakoori;Vanessa Safavi;Barbad Golshiri;Davood Roostaei;Sirous Shaghaghi;Shahin Charmi;Chahab;Chohreh Feyzdjou;Shirana Shahbazi;Ata Omidvar;Faezeh Fayz;Farnaz Zabetian;Farhad Moshiri;Mohammad Ehsai;Mahmoud Farshchian;Mehdi Ghadyanloo;Minoosh Zomorodinia;Natascha Sadr Haghighian;Nahid Kazemi;Navid Nuur;Negin Mahzoun;Homa Delvaray;Chai Saeidi;Keyvan Shovir;Yashar Samimi Mofakham,;;;;;;;;باربد گلشیری;داوود روستایی;سیروس شقاقی;شاهین چرمی;شهاب طایفه مهاجر;شهره فیضجو;شیرانا شهبازی;عطاالله امیدوار;فائزه فیض;فرناز ضابطیان;فرهاد مشیری;محمد احصایی;محمود فرشچیان;مهدی قدیانلو;مینوش زمرودینیا;ناتاشا صدر حقیقیان;ناهید کاظمی;نوید نور;نگین محزون;هما دلورای;چای سعیدی;کیوان حیدری شویر;یاشار صمیمی مفخم,HK Zamani;Hadi Jamali;Minoo Emami;Pardiss Amerian;Reihan Ebrahimi;Shahram Karimi;Shilla Shakoori;Vanessa Safavi;Barbad Golshiri;Davood Roostaei;Sirous Shaghaghi;Shahin Charmi;Chahab;Chohreh Feyzdjou;Shirana Shahbazi;Ata Omidvar;Faezeh Fayz;Farnaz Zabetian;Farhad Moshiri;Mohammad Ehsai;Mahmoud Farshchian;Mehdi Ghadyanloo;Minoosh Zomorodinia;Natascha Sadr Haghighian;Nahid Kazemi;Navid Nuur;Negin Mahzoun;Homa Delvaray;Chai Saeidi;Keyvan Shovir;Yashar Samimi Mofakham,31,three-op
480,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_H | (CAF_E & ¬CAF_A),کدام افراد یا نقاش دیواری ایرانی هستند، یا هنرمند مفهومی هستند اما نقاش زن نیستند؟,"Which people are either Iranian muralists, or conceptual artists but not female painters?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q3374326. } # X: Muralist (H)
  UNION
  { 
    ?item wdt:P106 wd:Q21550489. # Y: E
    MINUS { ?item wdt:P106 wd:Q1028181; wdt:P21 wd:Q6581072. } # MINUS Z: A
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q4858562;Q325184;Q131522866;Q2276397;Q12054190;Q114578535;Q20684124;Q1784348;Q21468821;Q50294655,Barbad Golshiri;Siah Armajani;Sirous Shaghaghi;Shahin Charmi;Shirana Shahbazi;Farnaz Zabetian;Mehdi Ghadyanloo;Natascha Sadr Haghighian;Navid Nuur;Keyvan Shovir,باربد گلشیری;سیا ارمجانی;سیروس شقاقی;شاهین چرمی;شیرانا شهبازی;فرناز ضابطیان;مهدی قدیانلو;ناتاشا صدر حقیقیان;نوید نور;کیوان حیدری شویر,Barbad Golshiri;Siah Armajani;Sirous Shaghaghi;Shahin Charmi;Shirana Shahbazi;Farnaz Zabetian;Mehdi Ghadyanloo;Natascha Sadr Haghighian;Navid Nuur;Keyvan Shovir,10,three-op
481,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_H | (CAF_F & ¬CAF_A),کدام افراد یا نقاش دیواری ایرانی هستند، یا هنرمند چیدمان هستند اما نقاش زن نیستند؟,"Which people are either Iranian muralists, or installation artists but not female painters?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q3374326. } # X: Muralist (H)
  UNION
  { 
    ?item wdt:P106 wd:Q18074503. # Y: F
    MINUS { ?item wdt:P106 wd:Q1028181; wdt:P21 wd:Q6581072. } # MINUS Z: A
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q55235623;Q110861876;Q22328319;Q52771283;Q85102108;Q87758026;Q4858562;Q62272824;Q7685413;Q19665845;Q6194013;Q659106;Q131522866;Q2276397;Q121295301;Q12054190;Q114578535;Q3066849;Q20684124;Q21468821;Q50294655,Babak Afrassiabi;Gelare Khoshgozaran;HK Zamani;Nasrin Tabatabai;Vanessa Safavi;Afruz Amighi;Barbad Golshiri;Tarek Atoui;Taraneh Hemami;Tooraj Khamenehzadeh;Jim Campbell;Khosrow Hassanzadeh;Sirous Shaghaghi;Shahin Charmi;Sholeh Asgary;Shirana Shahbazi;Farnaz Zabetian;Farhad Moshiri;Mehdi Ghadyanloo;Navid Nuur;Keyvan Shovir,;;;;;افروز عمیقی;باربد گلشیری;تارک عطویی;ترانه همامی;تورج خامنهزاده;جیم کمبل;خسرو حسنزاده;سیروس شقاقی;شاهین چرمی;شعله عسگری;شیرانا شهبازی;فرناز ضابطیان;فرهاد مشیری;مهدی قدیانلو;نوید نور;کیوان حیدری شویر,Babak Afrassiabi;Gelare Khoshgozaran;HK Zamani;Nasrin Tabatabai;Vanessa Safavi;Afruz Amighi;Barbad Golshiri;Tarek Atoui;Taraneh Hemami;Tooraj Khamenehzadeh;Jim Campbell;Khosrow Hassanzadeh;Sirous Shaghaghi;Shahin Charmi;Sholeh Asgary;Shirana Shahbazi;Farnaz Zabetian;Farhad Moshiri;Mehdi Ghadyanloo;Navid Nuur;Keyvan Shovir,21,three-op
482,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_H | (CAF_I & ¬CAF_A),کدام افراد یا نقاش دیواری ایرانی هستند، یا عکاس زن هستند اما نقاش زن نیستند؟,"Which people are either Iranian mural painters, or female photographers but not female painters?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q3374326. } # X: Muralist (H)
  UNION
  { 
    ?item wdt:P106 wd:Q33231. ?item wdt:P21 wd:Q6581072. # Y: I
    MINUS { ?item wdt:P106 wd:Q1028181. } # MINUS Z: A
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q28713603;Q21286150;Q134621481;Q16054145;Q23007962;Q58175852;Q131523030;Q118583706;Q464616;Q144185;Q7421767;Q126454307;Q38102963;Q3018657;Q3478858;Q131522866;Q3481154;Q2276397;Q12054190;Q133853532;Q109551456;Q85973371;Q37242184;Q16053109;Q114578535;Q63437235;Q6556239;Q5954413;Q128311754;Q25016670;Q5950319;Q1906426;Q24455716;Q20684124;Q135509465;Q6881945;Q97173609;Q21511949;Q11689000;Q466645;Q56089310;Q7137396;Q121600892;Q5961530;Q50294655;Q17582699,Ariadekht Jahanbakhshan;Azadeh Akhli;;Akram Fahimian;Tahmineh Monzavi;Rana Javadi;Roya Hosseini;Reihane Taravati;Zar Amir-Ebrahimi;Zahra Kazemi;Sara Shamsavari;Sara Goli;Setareh Hosseini;Sooreh Hera;Sepideh Farsi;Sirous Shaghaghi;Shadi Ghadirian;Shahin Charmi;Shirana Shahbazi;Atefe Moeini;Alieh Matlabzadeh;Fatemeh Behboudi;Fatemeh Moosavi;Faranak Heidariyan;Farnaz Zabetian;Forough Alaei;Laleh Eskandari;Luna Shad;;Maryam Eisler;Maryam Zandi;Maryam Majd;Malekeh Nayiny;Mehdi Ghadyanloo;Mahdiyeh Afshar Bakeshloo;Mitra Tabrizian;Negzzia;Niloufar Banisadr;Newsha Tavakolian;Niki Karimi;Hengameh Golestan;Parisa Damandan;Parisa Pourtaherian;Parivash Nazarieh;Keyvan Shovir;Gohar Dashti,آریادخت جهانبخشان;آزاده اخلاقی;امک محمودیان;اکرم فهیمیان;تهمینه منزوی;رعنا جوادی;رویا حسینی;ریحانه طراوتی;زر امیرابراهیمی;زهرا کاظمی;سارا شمساوری;سارا گلی مینیمالیست;ستاره حسینی;سوره حرا;سپیده فارسی;سیروس شقاقی;شادی قدیریان;شاهین چرمی;شیرانا شهبازی;عاطفه معینی;عالیه مطلبزاده;فاطمه بهبودی;فاطمه موسوی;فرانک حیدریان;فرناز ضابطیان;فروغ علایی;لاله اسکندری;لونا شاد;مرضیه بدرقه;مریم آیسلر;مریم زندی;مریم مجد;ملکه نایینی;مهدی قدیانلو;مهدیه افشار بکشلو;میترا تبریزیان;نگزیا;نیلوفر بنیصدر;نیوشا توکلیان;نیکی کریمی;هنگامه گلستان;پریسا دمندان;پریسا پورطاهریان;پریوش نظریه;کیوان حیدری شویر;گوهر دشتی,Ariadekht Jahanbakhshan;Azadeh Akhli;امک محمودیان;Akram Fahimian;Tahmineh Monzavi;Rana Javadi;Roya Hosseini;Reihane Taravati;Zar Amir-Ebrahimi;Zahra Kazemi;Sara Shamsavari;Sara Goli;Setareh Hosseini;Sooreh Hera;Sepideh Farsi;Sirous Shaghaghi;Shadi Ghadirian;Shahin Charmi;Shirana Shahbazi;Atefe Moeini;Alieh Matlabzadeh;Fatemeh Behboudi;Fatemeh Moosavi;Faranak Heidariyan;Farnaz Zabetian;Forough Alaei;Laleh Eskandari;Luna Shad;مرضیه بدرقه;Maryam Eisler;Maryam Zandi;Maryam Majd;Malekeh Nayiny;Mehdi Ghadyanloo;Mahdiyeh Afshar Bakeshloo;Mitra Tabrizian;Negzzia;Niloufar Banisadr;Newsha Tavakolian;Niki Karimi;Hengameh Golestan;Parisa Damandan;Parisa Pourtaherian;Parivash Nazarieh;Keyvan Shovir;Gohar Dashti,46,three-op
483,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_H | (CAF_J & ¬CAF_A),کدام افراد یا نقاش دیواری ایرانی هستند، یا هنرمند ویدئویی هستند اما نقاش زن نیستند؟,"Which people are either Iranian muralists, or video artists but not female painters?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q3374326. } # X: Muralist (H)
  UNION
  { 
    ?item wdt:P106 wd:Q18216771. # Y: J
    MINUS { ?item wdt:P106 wd:Q1028181; wdt:P21 wd:Q6581072. } # MINUS Z: A
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q106313998;Q55235623;Q108476974;Q114595961;Q52771283;Q114595976;Q85102108;Q4858562;Q19665845;Q6194013;Q29553998;Q7405619;Q3018657;Q131522866;Q2276397;Q43134653;Q12054190;Q114578535;Q3066849;Q85627863;Q11766316;Q20684124;Q30944693;Q1784348;Q21468821;Q29552443;Q50294655,Atousa Bandeh;Babak Afrassiabi;Chupan Mehraneh Atashi;Marzieh Emadi;Nasrin Tabatabai;Sina Saadat;Vanessa Safavi;Barbad Golshiri;Tooraj Khamenehzadeh;Jim Campbell;Sara Rajaei;Salome MC;Sooreh Hera;Sirous Shaghaghi;Shahin Charmi;Shahryar Nashat;Shirana Shahbazi;Farnaz Zabetian;Farhad Moshiri;Mohammad Mohammadian;Mahmoud Bakhshi Moakhar;Mehdi Ghadyanloo;Mehrdad Afsari;Natascha Sadr Haghighian;Navid Nuur;Kaweh Modiri;Keyvan Shovir,;;;;;;;باربد گلشیری;تورج خامنهزاده;جیم کمبل;سارا رجایی;سالومه امسی;سوره حرا;سیروس شقاقی;شاهین چرمی;شهریار نشأت;شیرانا شهبازی;فرناز ضابطیان;فرهاد مشیری;محمد محمدیان;محمود بخشی ماخر;مهدی قدیانلو;مهرداد افسری;ناتاشا صدر حقیقیان;نوید نور;کاوه مدیری;کیوان حیدری شویر,Atousa Bandeh;Babak Afrassiabi;Chupan Mehraneh Atashi;Marzieh Emadi;Nasrin Tabatabai;Sina Saadat;Vanessa Safavi;Barbad Golshiri;Tooraj Khamenehzadeh;Jim Campbell;Sara Rajaei;Salome MC;Sooreh Hera;Sirous Shaghaghi;Shahin Charmi;Shahryar Nashat;Shirana Shahbazi;Farnaz Zabetian;Farhad Moshiri;Mohammad Mohammadian;Mahmoud Bakhshi Moakhar;Mehdi Ghadyanloo;Mehrdad Afsari;Natascha Sadr Haghighian;Navid Nuur;Kaweh Modiri;Keyvan Shovir,27,three-op
484,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_E | (CAF_D & ¬CAF_B),کدام افراد یا هنرمند مفهومی ایرانی هستند، یا مدرس هنر هستند اما هنرمند تجسمی نیستند؟,"Which people are either Iranian conceptual artists, or art educators but not visual artists?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  
  { # X: Conceptual Artist (E)
    ?item wdt:P106 wd:Q21550489.
  }
  UNION
  { # (Y AND NOT Z): Art Educators BUT NOT Visual Artists (D \ B)
    ?item wdt:P106 wd:Q15977927. # Y: D
    MINUS { ?item wdt:P106 wd:Q3391743. } # MINUS Z: B
  }
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q110861876;Q4858562;Q28042240;Q325184;Q15825548;Q1784348;Q21468821,Gelare Khoshgozaran;Barbad Golshiri;Jalal Shabahangi;Siah Armajani;Leila Pazooki;Natascha Sadr Haghighian;Navid Nuur,;باربد گلشیری;جلال شباهنگی;سیا ارمجانی;لیلا پازوکی;ناتاشا صدر حقیقیان;نوید نور,Gelare Khoshgozaran;Barbad Golshiri;Jalal Shabahangi;Siah Armajani;Leila Pazooki;Natascha Sadr Haghighian;Navid Nuur,7,three-op
485,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_E | (CAF_F & ¬CAF_B),کدام افراد یا هنرمند مفهومی ایرانی هستند، یا هنرمند چیدمان هستند اما هنرمند تجسمی نیستند؟,"Which people are either Iranian conceptual artists, or installation artists but not visual artists?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  
  { # X: Conceptual Artist (E)
    ?item wdt:P106 wd:Q21550489.
  }
  UNION
  { # (Y AND NOT Z): Installation Artists BUT NOT Visual Artists (F \ B)
    ?item wdt:P106 wd:Q18074503. # Y: F
    MINUS { ?item wdt:P106 wd:Q3391743. } # MINUS Z: B
  }
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q55235623;Q110861876;Q52771283;Q87758026;Q4858562;Q62272824;Q7685413;Q19665845;Q6194013;Q659106;Q325184;Q121295301;Q15825548;Q1784348;Q6983215;Q21468821,Babak Afrassiabi;Gelare Khoshgozaran;Nasrin Tabatabai;Afruz Amighi;Barbad Golshiri;Tarek Atoui;Taraneh Hemami;Tooraj Khamenehzadeh;Jim Campbell;Khosrow Hassanzadeh;Siah Armajani;Sholeh Asgary;Leila Pazooki;Natascha Sadr Haghighian;Naz Shahrokh;Navid Nuur,;;;افروز عمیقی;باربد گلشیری;تارک عطویی;ترانه همامی;تورج خامنهزاده;جیم کمبل;خسرو حسنزاده;سیا ارمجانی;شعله عسگری;لیلا پازوکی;ناتاشا صدر حقیقیان;ناز شاهرخ;نوید نور,Babak Afrassiabi;Gelare Khoshgozaran;Nasrin Tabatabai;Afruz Amighi;Barbad Golshiri;Tarek Atoui;Taraneh Hemami;Tooraj Khamenehzadeh;Jim Campbell;Khosrow Hassanzadeh;Siah Armajani;Sholeh Asgary;Leila Pazooki;Natascha Sadr Haghighian;Naz Shahrokh;Navid Nuur,16,three-op
486,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_E | (CAF_G & ¬CAF_B),کدام افراد یا هنرمند مفهومی ایرانی هستند، یا هنرمند انتزاعی (آبستره) هستند اما هنرمند تجسمی نیستند؟,"Which people are either Iranian conceptual artists, or abstract artists but not visual artists?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  
  { # X: Conceptual Artist (E)
    ?item wdt:P106 wd:Q21550489.
  }
  UNION
  { # (Y AND NOT Z): Abstract Artists BUT NOT Visual Artists (G \ B)
    ?item wdt:P136 wd:Q128115. # Y: G
    MINUS { ?item wdt:P106 wd:Q3391743. } # MINUS Z: B
  }
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q4858562;Q1630531;Q325184;Q15825548;Q4282221;Q134737554;Q1784348;Q21468821;Q1681063,Barbad Golshiri;Charles Hossein Zenderoudi;Siah Armajani;Leila Pazooki;Marcos Grigorian;Mohammad Hadi Jamali;Natascha Sadr Haghighian;Navid Nuur;Parviz Tanavoli,باربد گلشیری;حسین زندهرودی;سیا ارمجانی;لیلا پازوکی;مارکو گریگوریان;محمد هادی جمالی;ناتاشا صدر حقیقیان;نوید نور;پرویز تناولی,Barbad Golshiri;Charles Hossein Zenderoudi;Siah Armajani;Leila Pazooki;Marcos Grigorian;Mohammad Hadi Jamali;Natascha Sadr Haghighian;Navid Nuur;Parviz Tanavoli,9,three-op
487,Contemporary Art Figures,"AND, OR, NOT",3,3,3,CAF_E | (CAF_H & ¬CAF_B),کدام افراد یا هنرمند مفهومی ایرانی هستند، یا نقاش دیواری هستند اما هنرمند تجسمی نیستند؟,"Which people are either Iranian conceptual artists, or muralists but not visual artists?",کدام [نوع مورد] یا [شرط B] هستند، یا [شرط A] هستند اما [شرط C] نیستند؟,"Which [item type] either have [Condition B], or have [Condition A] but not [Condition C]?",wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5; wdt:P27 wd:Q794.
  
  { # X: Conceptual Artist (E)
    ?item wdt:P106 wd:Q21550489.
  }
  UNION
  { # (Y AND NOT Z): Muralists BUT NOT Visual Artists (H \ B)
    ?item wdt:P106 wd:Q3374326. # Y: H
    MINUS { ?item wdt:P106 wd:Q3391743. } # MINUS Z: B
  }
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q4858562;Q325184;Q131522866;Q2276397;Q114578535;Q15825548;Q20684124;Q1784348;Q21468821;Q50294655,Barbad Golshiri;Siah Armajani;Sirous Shaghaghi;Shahin Charmi;Farnaz Zabetian;Leila Pazooki;Mehdi Ghadyanloo;Natascha Sadr Haghighian;Navid Nuur;Keyvan Shovir,باربد گلشیری;سیا ارمجانی;سیروس شقاقی;شاهین چرمی;فرناز ضابطیان;لیلا پازوکی;مهدی قدیانلو;ناتاشا صدر حقیقیان;نوید نور;کیوان حیدری شویر,Barbad Golshiri;Siah Armajani;Sirous Shaghaghi;Shahin Charmi;Farnaz Zabetian;Leila Pazooki;Mehdi Ghadyanloo;Natascha Sadr Haghighian;Navid Nuur;Keyvan Shovir,10,three-op
