question_id,question_fa,question_en,gold_answer,question_mode,sheet_name
260,کدام‌یک از شهرهای زیر در ایران مرکز استان هست و دانشگاه دارد، اما موزه ندارد؟ الف) بیرجند ب) گرگان ج) اصفهان د) تهران,"Which of the following cities in Iran is a provincial capital and has a university, but does not have a museum? A) Birjand B) Gorgan C) Isfahan D) Tehran",A,MCQ,two-op-MCQ
261,کدام‌یک از شهرهای زیر در ایران مرکز استان است اما موزه ندارد؟ الف) شهرکرد ب) تهران ج) شیراز د) مشهد,Which of the following cities in Iran is a provincial capital but does not have a museum? A) Shahr-e Kord B) Tehran C) Shiraz D) Mashhad,A,MCQ,two-op-MCQ
262,کدام‌یک از شهرهای زیر در ایران مرکز استان هستند و دانشگاه یا موزه هم دارند؟ الف) تبریز ب) ابیانه ج) ماسوله د) کندوان,Which of the following cities in Iran is a provincial capital and also has a university or a museum? A) Tabriz B) Abyaneh C) Masuleh D) Kandovan,A,MCQ,two-op-MCQ
263,کدام‌یک از رودخانه‌های زیر در ایران طول بیش از ۱۰۰ کیلومتر دارد اما در استان مازندران نیست؟ الف) قزل‌اوزن ب) رود هراز ج) رود بابل د) رود تالار,Which of the following rivers in Iran is over 100 kilometers long but is not in Mazandaran province? A) Qezel Uzan B) Haraz River C) Babol River D) Talar River,A,MCQ,two-op-MCQ
264,کدام‌یک از کوه‌های زیر در ایران ارتفاع بیش از ۴۰۰۰ متر دارد اما در استان مازندران نیست؟ الف) سبلان ب) علم‌کوه ج) تخت سلیمان د) دماوند,Which of the following mountains in Iran is over 4000 meters high but is not in Mazandaran province? A) Sabalan B) Alam-Kuh C) Mount Takht-e Suleyman D) Damavand,A,MCQ,two-op-MCQ
265,کدام‌یک از کوه‌های زیر در استان مازندران است اما ارتفاعشان بیش از ۴۰۰۰ متر ندارد؟ الف) کوه قلعه شاه‌دژ ب) علم‌کوه ج) دماوند د) تخت سلیمان,Which of the following mountains is in Mazandaran province but does not exceed 4000 meters in height? A) Mount Qaleh Shahdezh B) Alam-Kuh C) Damavand D) Mount Takht-e Suleyman,A,MCQ,two-op-MCQ
266,کدام‌یک از رودخانه‌های زیر در استان مازندران است اما طولشان بیش از ۱۰۰ کیلومتر نیست؟ الف) رود بابل ب) رود هراز ج) رود تالار د) رود شاهرود,Which of the following rivers is in Mazandaran province but does not exceed 100 kilometers in length? A) Babol River B) Haraz River C) Talar river D) Shahrud(river),A,MCQ,two-op-MCQ
267,کدام‌یک از رمان‌نویسان ایرانی زیر زن هست اما متولد پس از ۱۹۷۰ نیست؟ الف) سیمین دانشور ب) عالیه عطایی ج) شیدا محمدی د) فرشته احمدی,Which of the following Iranian novelists was female but was not born after 1970? A) Simin Daneshvar B) Aliyeh Ataei C) Sheida Mohammadi D) Fereshteh Ahmadi,A,MCQ,two-op-MCQ
268,کدام‌یک از رمان‌نویسان ایرانی زیر متولد پس از ۱۹۷۰ میلادی هست اما شاعر متولد پس از ۱۹۸۰ میلادی نیست؟ الف) مهدی خلجی ب) هیلا صدیقی ج) فروغ فرخزاد د) علی کریمی,Which of the following Iranian novelists have been born after 1970 but are not poets born after 1980? A) Mehdi Khalaji B) Hila Sedighi  C) Forugh Farrokhzad D) Ali Karimi,A,MCQ,two-op-MCQ
269,کدام‌یک از برج‌های زیر در ایران برج‌های دیدبانی است اما برج‌های مخابراتی نیست؟ الف) برج شیتور ب) برج میلاد ج) برج گرگان د) برج آزادی,Which of the following towers in Iran is observation tower but is not communication tower? A) Sheytur Tower B) Milad Tower C) Gorgan Tower D) Azadi Tower,A,MCQ,two-op-MCQ
270,کدام‌یک از برج‌های زیر در ایران برج‌ مخابراتی است اما برج‌ دیدبانی نیست؟ الف) برج سیاه و سفید ب) برج میلاد ج) برج گرگان د) گنبد قابوس,Which of the following towers in Iran is a communication tower but is not an observation tower? A) Black and White Tower B) Milad Tower C) Gorgan Tower D) Gonbad-e Qabus,A,MCQ,two-op-MCQ
271,کدام‌یک از سازه‌های زیر در ایران قربانگاه است اما برج مخابراتی نیست؟ الف) نقش‌برجسته کورانگون ب) برج قربان ج) برج میلاد د) برج آزادی,Which of the following structures in Iran is an altar but is not a communication tower? A) Relief of Kurangun B) Qorban Tower (Isfahan) C) Milad Tower D) Azadi Tower,A,MCQ,two-op-MCQ
272,کدام‌یک از سازه‌های زیر در ایران قربانگاه است و برج‌های دیدبانی یا برج‌های مخابراتی هم هست؟ الف) برج قربان (اصفهان) ب) برج میلاد ج) برج شیتور د) منارجنبان,Which of the following structures in Iran is an altar and also an observation tower or a communication tower? A) Qorban Tower (Isfahan) B) Milad Tower C) Sheytur Tower D) Menar Jonban,A,MCQ,two-op-MCQ
273,کدام‌یک از سازه‌های زیر در ایران برج‌های مخابراتی است و برج‌های دیدبانی یا قربانگاه هم هست؟ الف) برج گرگان ب) برج شیتور ج) محراب برم‌دلک د) پل طبیعت,Which of the following structures in Iran is a communication tower and also an observation tower or an altar? A) Gorgan Tower B) Sheytur Tower C) Altar in Barm-e Dilak D) Tabiat Bridge,A,MCQ,two-op-MCQ
274,کدام‌یک از سازه‌های زیر در ایران برج‌های دیدبانی است و برج‌های مخابراتی یا قربانگاه هم هست؟ الف) برج میلاد ب) برج سیاه و سفید ج) برج شیتور د) ارگ بم,Which of the following structures in Iran is an observation tower and also a communication tower or an altar? A) Milad Tower B) Black and White Tower C) Sheytur Tower D) Arg-e Bam,A,MCQ,two-op-MCQ
275,کدام‌یک از موزه‌های زیر در ایران یک موزهٔ ملی است اما موزهٔ هنر نیست؟الف) موزه خودروهای تاریخی ایران ب) موزه ملی ایران ج) موزه آبگینه د) موزه هنرهای معاصر,Which of the following museums in Iran is a national museum but is not an art museum? A) National Car Museum of Iran B) National Museum of Iran C) Abgineh Museum D) Museum of Contemporary Art,A,MCQ,two-op-MCQ
276,کدام‌یک از موزه‌های ایران زیر یک موزهٔ هنر است اما موزهٔ ملی نیست؟ الف) موزه هنرهای تزئینی اصفهان ب) موزه ملی ایران ج) کاخ گلستان د) کاخ سعدآباد,Which of the following museums in Iran is an art museum but is not a national museum? A) Isfahan Museum of Decorative Arts B) National Museum of Iran C) Golestan Palace D) Sa'dabad Palace,A,MCQ,two-op-MCQ
277,کدام‌یک از مؤسسه‌های ایران زیر یک موزهٔ ملی است اما کتابخانهٔ ملی نیست؟ الف) کاخ نیاوران ب) کتابخانه و موزه ملی ملک ج) کتابخانه ملی ایران د) کتابخانه ملی رشت,Which of the following institutions in Iran is a national museum but is not a national library? A) Niavaran Palace Complex B) Malek National Library and Museum C) National Library of Iran D) Rasht National Library,A,MCQ,two-op-MCQ
278,کدام‌یک از مؤسسه‌های ایران در زیر یک کتابخانهٔ ملی است اما موزهٔ ملی نیست؟ الف) کتابخانه ملی رشت ب) کتابخانه و موزه ملی ملک ج) موزه ملی ایران د) کاخ نیاوران,Which of the following institutions in Iran is a national library but is not a national museum? A) Rasht National Library B) Malek National Library and Museum C) National Museum of Iran D) Niavaran Palace Complex,A,MCQ,two-op-MCQ
279,کدام‌یک از مؤسسه‌های ایران زیر یک کتابخانهٔ ملی است اما آرشیو ملی نیست؟ الف) کتابخانه ملی تبریز ب) سازمان اسناد و کتابخانه ملی ایران ج) مرکز اسناد ملی د) کتابخانه مجلس,Which of the following institutions in Iran is a national library but is not a national archive? A) Tabriz National Library B) National Library and Archives of Iran C) National Archives Center D) Parliament Library,A,MCQ,two-op-MCQ
280,کدام‌یک از مؤسسه‌های ایرانی زیر یک آرشیو ملی است اما کتابخانهٔ ملی نیست؟ الف) کتابخانه مرکزی آستان قدس رضوی ب) سازمان اسناد و کتابخانه ملی ایران ج) کتابخانه ملی تبریز د) کتابخانه ملی رشت,Which of the following institutions in Iran is a national archive but is not a national library? A) Central Library of Astan Quds Razavi B) National Library and Archives of Iran C) Tabriz National Library D) Rasht National Library,A,MCQ,two-op-MCQ
281,کدام‌یک از مؤسسه‌های زیر در ایران کتابخانهٔ ملی است و موزهٔ ملی یا موزهٔ هنر هم هست؟ الف) کتابخانه و موزه ملی ملک ب) موزه فرش ایران ج) موزه آبگینه د) موزه موسیقی,Which of the following institutions in Iran is a national library and also a national museum or an art museum? A) Malek National Library and Museum B) Carpet Museum of Iran C) Abgineh Museum D) Music Museum,A,MCQ,two-op-MCQ
282,کدام‌یک از مؤسسه‌های زیر در ایران موزهٔ هنر است و موزهٔ ملی یا کتابخانهٔ ملی هم هست؟ الف) موزه ملی ایران ب) موزه فرش ایران ج) کتابخانه ملی تبریز د) کاخ نیاوران,Which of the following institutions in Iran is an art museum and also a national museum or national library? A) National Museum of Iran B) Carpet Museum of Iran C) Tabriz National Library D) Niavaran Palace Complex,A,MCQ,two-op-MCQ
283,کدام‌یک از مؤسسه‌های زیر در ایران آرشیو ملی است و موزهٔ ملی یا کتابخانهٔ ملی هم هست؟ الف) سازمان اسناد و کتابخانه ملی ایران ب) کتابخانه و موزه ملی ملک ج) موزه فرش ایران د) کاخ گلستان,Which of the following institutions in Iran is a National Archive and also a National Museum or National Library? A) National Library and Archives of Iran B) Malek National Library and Museum C) Carpet Museum of Iran D) Golestan Palace,A,MCQ,two-op-MCQ
284,کدام‌یک از مؤسسه‌های زیر در ایران موزهٔ ملی است و موزهٔ هنری یا کتابخانهٔ ملی هم هست؟ الف) کتابخانه و موزه ملی ملک ب) موزه آبگینه ج) موزه سینما د) موزه پست,Which of the following institutions in Iran is a national museum and also a art museum or national library? A) Malek National Library and Museum B) Abgineh Museum C) Cinema Museum D) Post Museum,A,MCQ,two-op-MCQ
285,کدام‌یک از مناسبت‌های ایرانی زیر تعطیلات رسمی است اما مناسبت سنتی شاخص محسوب نمی‌شود؟ الف) روز ملی شدن نفت ب) سیزده‌بدر ج) عید نوروز د) شب یلدا,Which of the following occasions in Iran is an official public holiday but is not a major traditional occasion? A) Oil Nationalization Day B) Sizdah Be-dar C) Novruz D) Yalda Night,A,MCQ,two-op-MCQ
286,کدام‌یک از مناسبت‌های ایران زیر مناسبت سنتی شاخص است اما تعطیلات رسمی محسوب نمی‌شود؟ الف) جشن سده ب) سیزده‌بدر ج) عید نوروز د) روز جمهوری اسلامی,Which of the following occasions in Iran is a major traditional occasion but is not an official public holiday? A) Sadeh B) Sizdah Be-dar C) Novruz D) Islamic Republic Day,A,MCQ,two-op-MCQ
287,کدام‌یک از مناسبت‌های ایرانی زیر روز ملی است اما روز تعیین شده توسط سازمان ملل محسوب نمی‌شود؟ الف) روز ملی فناوری هسته‌ای ب) نوروز ج) روز جهانی محیط زیست د) روز جهانی کودک,Which of the following occasions in Iran is a national day but is not a United Nations designated day? A) National Nuclear Technology Day B) Novruz C) World Environment Day D) World Children's Day,A,MCQ,two-op-MCQ
288,کدام‌یک از مناسبت های ایرانی زیر جشنواره است اما تعطیلات رسمی محسوب نمی‌شود؟ الف) جشنواره بین‌المللی شعر فجر ب) عید نوروز ج) سیزده‌بدر د) عید فطر,Which of the following occasions in Iran is a festival but is not an official public holiday? A) Fajr International Poetry Festival B) Novruz C) Sizdah Be-dar D) Eid al-Fitr,A,MCQ,two-op-MCQ
289,کدام‌یک از مناسبت های ایرانی زیر تعطیلات رسمی است اما جشنواره محسوب نمی‌شود؟ الف) تولد حضرت محمد  ب) جشنواره فیلم فجر ج) جشنواره شعر فجر د) جشن سده,Which of the following occasions in Iran is an official public holiday but is not a festival? A) Birth of Muhammad B) Fajr International Film Festival C) Fajr Poetry Festival D) Sadeh,A,MCQ,two-op-MCQ
290,کدام‌یک از مناسبت‌های ایرانی زیر مناسبت سنتی شاخص است اما روز ملی محسوب نمی‌شود؟ الف) شب یلدا ب) روز ملی فناوری هسته‌ای ج) نوروز د) روز ارتش,Which of the following occasions in Iran is a major traditional occasion but is not a national day? A) Yalda Night B) National Nuclear Technology Day C) Novruz D) Army Day,A,MCQ,two-op-MCQ
291,کدام‌یک از مناسبت‌های ایرانی زیر روز ملی است اما مناسبت سنتی شاخص محسوب نمی‌شود؟ الف) روز ملی فناوری هسته‌ای ب) نوروز ج) سیزده‌بدر د) شب یلدا,Which of the following occasions in Iran is a national day but is not a major traditional occasion? A) National Nuclear Technology Day B) Novruz C) Sizdah Be-dar D) Yalda Night,A,MCQ,two-op-MCQ
292,کدام‌یک از مناسبت‌های ایرانی زیر مناسبت سنتی شاخص است اما جشنواره محسوب نمی‌شود؟ الف) مهرگان ب) جشنواره فیلم فجر ج) جشن سده د) جشنواره انار,Which of the following occasions in Iran is a major traditional occasion but is not a festival? A) Mehregan B) Fajr International Film Festival C) Sadeh Festival D) Pomegranate Festival,A,MCQ,two-op-MCQ
293,کدام‌یک از مناسبت‌های ایرانی زیر جشنواره است اما مناسبت سنتی شاخص محسوب نمی‌شود؟ الف) جشنواره بین‌المللی فیلم رشد ب) جشن سده ج) چهارشنبه‌سوری د) سیزده‌بدر,Which of the following occasions in Iran is a festival but is not a major traditional occasion? A) Roshd International Film Festival B) Sadeh C) Chaharshanbe Suri D) Sizdah Be-dar,A,MCQ,two-op-MCQ
294,کدام‌یک از مناسبت‌های زیر در ایران روز ملی محسوب می‌شود و تعطیلات رسمی یا مناسبت سنتی شاخص هم هست؟ الف) نوروز ب) سیزده‌بدر ج) چهارشنبه‌سوری د) شب یلدا,Which of the following occasions in Iran is considered a national day and also an official public holiday or a major traditional occasion? A) Novruz B) Sizdah Be-dar C) Chaharshanbe Suri D) Yalda Night,A,MCQ,two-op-MCQ
295,کدام‌یک از مناسبت‌های زیر در ایران روزهای تعیین شده توسط سازمان ملل محسوب می‌شود و مناسبت‌های سنتی شاخص یا جشنواره هم هست؟ الف) نوروز ب) سیزده‌بدر ج) چهارشنبه‌سوری د) جشنواره فیلم فجر,Which of the following occasions in Iran is considered a united nations designated day and also a major traditional occasion or a festival? A) Novruz B) Sizdah Be-dar C) Chaharshanbe Suri D) Fajr Film Festival,A,MCQ,two-op-MCQ
296,کدام‌یک از مناسبت‌های زیر در ایران مناسبت‌های سنتی شاخص محسوب می‌شود و تعطیلات رسمی یا جشنواره هم هست؟  الف) سیزده‌بدر ب) روز جمهوری اسلامی ج) جشنواره فیلم فجر د) روز ارتش,Which of the following occasions in Iran is considered a major traditional occasion and also an official public holiday or a festival? A) Sizdah Be-dar B) Islamic Republic Day C) Fajr Film Festival D) Army Day,A,MCQ,two-op-MCQ
297,کدام‌یک از شهرهای ایرانی زیر شهر باستانی است اما ثبت میراث جهانی یونسکو نشده است؟ الف) تپه برمی ب) شوش ج) تخت جمشید د) شهر سوخته,Which of the following cities in Iran is an ancient city but is not registered as a UNESCO World Heritage site?  A) Tepe Bormi B) Susa C) Persepolis D) Shahr-e Sukhteh,A,MCQ,two-op-MCQ
298,کدام‌یک از مکان‌های ایرانی زیر ثبت میراث جهانی یونسکو است اما شهر باستانی نیست؟ الف) جنگل‌های هیرکانی ب) شوش ج) تخت جمشید د) شهر سوخته,Which of the following places in Iran is registered as a UNESCO World Heritage site but is not an ancient city?  A) Hyrcanian Forests B) Susa C) Persepolis D) Shahr-e Sukhteh,A,MCQ,two-op-MCQ
299,کدام‌یک از مکان‌های ایرانی زیر کاخ است اما ثبت میراث جهانی یونسکو نشده است؟ الف) کاخ صاحبقرانیه ب) کاخ گلستان ج) تخت جمشید د) مسجدجامع اصفهان,Which of the following places in Iran is a palace but is not registered as a UNESCO World Heritage site?  A) Sahebqaraniyeh Palace B) Golestan Palace C) Persepolis D) Jameh Mosque of Isfahan,A,MCQ,two-op-MCQ
300,کدام‌یک از مکان‌های ایرانی ثبت میراث جهانی یونسکو است اما کاخ نیست؟ الف) کاخ صاحبقرانیه ب) کاخ گلستان ج) تخت جمشید د) مسجدجامع اصفهان الف) گنبد قابوس ب) کاخ گلستان ج) چهل‌ستون د) عالی‌قاپو,Which of the following places in Iran is registered as a UNESCO World Heritage site but is not a palace ? A) Gonbad-e Qabus B) Golestan Palace C) Chehel Sotun D) Ali Qapu,A,MCQ,two-op-MCQ
301,کدام‌یک از پل‌های ایرانی زیر سنگی است اما قوسی نیست؟ الف) پل خواجو  ب) سد فیض‌آباد ج) سی‌وسه پل د) پل ورسک,Which of the following bridges in Iran is stone bridge but is not an arch bridge? A) Khaju Bridge  B) Feyzabad Dam C) Si-o-se Pol D) Veresk Bridge,B,MCQ,two-op-MCQ
302,کدام‌یک از پل‌های ایرانی زیر قوسی است اما سنگی نیست؟ الف) پل جوادیه ب) پل کهنه قره‌سو ج) سی‌وسه پل د) پل خواجو,Which of the following bridges in Iran is arch bridge but is not a stone bridge? A) Javadieh Bridge B) Qarasu Old Bridge C) Si-o-se Pol D) Khaju Bridge,B,MCQ,two-op-MCQ
303,کدام‌یک از مکان‌های زیر در ایران شهر باستانی است و کاخ یا میراث جهانی هم هست؟ الف) قلعه کهنه ب) شوش ج) ری‌شهر د) قلعه بزی,Which of the following places in Iran is an ancient city and also a palace or a World Heritage site? A) Ghaleh Kohneh B) Susa C) Reishahr D) Ghaleh Bozi,B,MCQ,two-op-MCQ
304,کدام‌یک از مکان‌های زیر در ایران کاخ است و ثبت میراث جهانی یا پل سنگی هم هست؟ الف) شمس‌العماره ب) کاخ گلستان ج) کاخ صاحبقرانیه د) عمارت مسعودیه,Which of the following places in Iran is a palace and also a World Heritage site or a stone bridge? A) Shams-ol-Emareh B) Golestan Palace C) Sahebqaraniyeh Palace D) Masoudieh Mansion,B,MCQ,two-op-MCQ
305,کدام‌یک از مکان‌های زیر در ایران ثبت میراث جهانی است و شهر باستانی یا کاخ هم هست؟ الف) کوه دماوند ب) تخت جمشید ج) پل طبیعت د) غار علیصدر,Which of the following places in Iran is a World Heritage site and also an ancient city or a palace? A) Mount Damavand B) Persepolis C) Tabiat Bridge D) Ali Sadr Cave,B,MCQ,two-op-MCQ
306,کدام‌یک از مکان‌های زیر در ایران پل‌های قوسی است و کاخ یا پل سنگی هم هست؟ الف) عالی‌قاپو ب) سی‌وسه پل ج) کاخ گلستان د) چهل‌ستون,Which of the following places in Iran is an arch bridge and also a palace or a stone bridge? A) Ali Qapu B) Si-o-se Pol C) Golestan Palace D) Chehel Sotun,B,MCQ,two-op-MCQ
307,کدام‌یک از مکان‌های زیر در ایران بنای شاخص معماری است اما شهر باستانی نیست؟ الف) شهر سوخته ب) حافظیه ج) شوش د) تخت جمشید,Which of the following places in Iran is a notable architectural work but is not an ancient city? A) Shahr-e Sukhteh B) Tomb of Hafez C) Susa D) Persepolis,B,MCQ,two-op-MCQ
308,کدام‌یک از مکان‌های زیر در ایران بنای شاخص معماری است اما در دستهٔ کاخ‌ها قرار نمی‌گیرد؟ الف) عالی‌قاپو ب) مرقد امام رضا ج) چهل‌ستون د) کاخ گلستان,Which of the following places in Iran is a notable architectural work but is not a palace? A) Ali Qapu B) Imam Reza Shrine C) Chehel Sotun D) Golestan Palace,B,MCQ,two-op-MCQ
309,کدام‌یک از مکان‌های زیر در ایران بنای شاخص معماری است اما در فهرست میراث جهانی یونسکو ثبت نشده‌اند؟ الف) تخت جمشید ب) دروازه قرآن ج) میدان نقش جهان د) گنبد قابوس,Which of the following places in Iran is a notable architectural work but is not listed in the UNESCO World Heritage List? A) Persepolis B) Qur'an Gate C) Naqsh-e Jahan Square D) Gonbad-e Qabus,B,MCQ,two-op-MCQ
310,کدام‌یک از مکان‌های زیر در ایران بنای شاخص معماری است اما پل سنگی نیست؟ الف) پل خواجو ب) ماسوله ج) سی‌وسه پل د) پل سفید,Which of the following places in Iran is a notable architectural work but is not a stone bridge? A) Khaju Bridge B) Masuleh C) Si-o-se Pol D) White Bridge,B,MCQ,two-op-MCQ
311,کدام‌یک از مکان‌های زیر در ایران که بنای شاخص معماری است اما پل قوسی نیست؟ الف) پل خواجو ب) چهل ستون ج) سی‌وسه پل د) پل سفید,Which of the following places in Iran is a notable architectural work but is not an arch bridge? A) Khaju Bridge B) Chehel Sotun C) Si-o-se Pol D) White Bridge,B,MCQ,two-op-MCQ
312,کدام‌یک از مکان‌های زیر در ایران شهر باستانی است اما بنای معماری شاخص محسوب نمی‌شود؟ الف) تخت جمشید ب) هگمتانه ج) شوش د) شهر سوخته,Which of the following places in Iran is an ancient city but is not considered a notable architectural work? A) Persepolis B) Ecbatana C) Susa D) Shahr-e Sukhteh,B,MCQ,two-op-MCQ
313,کدام‌یک از مکان‌های زیر در ایران کاخ است اما به‌عنوان بنای معماری شاخص شناخته نمی‌شود؟ الف) عالی‌قاپو ب) کاخ سنگ سیاه ج) چهل‌ستون د) کاخ گلستان,Which of the following places in Iran is a palace but is not recognized as a notable architectural work? A) Ali Qapu B) Sang Siah Palace C) Chehel Sotun D) Golestan Palace,B,MCQ,two-op-MCQ
314,کدام‌یک از مکان‌های زیر در ایران که اثر ثبت‌شدهٔ یونسکو است اما جزء بناهای معماری شاخص محسوب نمی‌شود؟ الف) تخت جمشید ب) کاخ والرین ج) میدان نقش جهان د) عالی‌قاپو,Which of the following places in Iran is a UNESCO-registered site but is not considered a notable architectural work? A) Persepolis B) Valerian Palace C) Naqsh-e Jahan Square D) Ali Qapu,B,MCQ,two-op-MCQ
315,کدام‌یک از مکان‌های زیر در ایران که پل سنگی است اما به‌عنوان بنای معماری شاخص شناخته نمی‌شود؟ الف) پل طبیعت ب) پل ترنه ج) سی‌وسه پل د) پل سیکان,Which of the following places in Iran is a stone bridge but is not recognized as a notable architectural work? A) Tabiat Bridge B) Terenah C) Si-o-se Pol D) Sikan Bridge,B,MCQ,two-op-MCQ
316,کدام‌یک از مکان‌های زیر در ایران که پل قوسی است اما جزء بناهای معماری شاخص محسوب نمی‌شود؟ الف) پل خواجو ب) پل یونسی ج) پل طبیعت د) ترنه,Which of the following places in Iran is an arch bridge but is not considered a notable architectural work? A) Khaju Bridge B) Yunesi Bridge C) Tabiat Bridge  D) Terenah,B,MCQ,two-op-MCQ
317,کدام‌یک از سازه‌های زیر شاخص معماری ایران است و پل‌ سنگی یا پل‌ قوسی هم هست؟ الف) کاخ گلستان ب) پل خواجو ج) برج آزادی د) آرامگاه کوروش,Which of the following structures is a notable Iranian architectural work and also a stone bridge or an arch bridge? A) Golestan Palace B) Khaju Bridge C) Azadi Tower D) Tomb of Cyrus,B,MCQ,two-op-MCQ
318,کدام‌یک از افراد زیر که فیلسوف ایرانی در دوره سلجوقیان است اما ریاضی‌دان نبوده است؟ الف) خیام ب) محمد غزالی ج) خازنی د) حسن صباح,Which of the following people was an Iranian philosopher during the Seljuk period but was not a mathematician? A) Omar Khayyám B) Al-Ghazali C) Al-Khazini D) Hasan-i Sabbah,B,MCQ,two-op-MCQ
319,کدام‌یک از افراد زیر که ریاضی‌دان ایرانی در دوره سلجوقیان است اما شاعر نبوده است؟ الف) خیام ب) حسن صباح ج) اسدی طوسی د) انوری,Which of the following people was an Iranian mathematician during the Seljuk period but was not a poet? A) Omar Khayyám B) Hasan-i Sabbah C) Asadi Tusi D) Anvari,B,MCQ,two-op-MCQ
320,کدام‌یک از افراد زیر که فیلسوف ایرانی در دوره سلجوقیان است اما شاعر نبوده است؟ الف) ناصرخسرو ب) بهمنیار ج) عین‌القضات همدانی د) باباافضل کاشانی,Which of the following people was an Iranian philosopher during the Seljuk period but was not a poet? A) Nasir Khusraw B) Bahmanyār C) Ayn al-Quzat Hamadani D) Baba Afzal Kashani,B,MCQ,two-op-MCQ
321,کدام‌یک از افراد زیر که ستاره‌شناس ایرانی در دوره سلجوقیان است اما موسیقی‌دان نبوده است؟ الف) خیام ب) حسن صباح ج) قطب‌الدین شیرازی د) صفی‌الدین ارموی,Which of the following people was an Iranian astronomer during the Seljuk period but was not a musician? A) Omar Khayyám B) Hasan-i Sabbah C) Qutb al-Din al-Shirazi D) Safi al-Din al-Urmawi,B,MCQ,two-op-MCQ
322,کدام‌یک از افراد زیر که ریاضی‌دان ایرانی در دوره سلجوقیان است اما ستاره‌شناس نبوده است؟ الف) خیام ب) بهمنیار ج) خازنی د) حسن صباح,Which of the following people was an Iranian mathematician during the Seljuk period but was not an astronomer? A) Omar Khayyám B) Bahmanyār C) Al-Khazini D) Hasan-i Sabbah,B,MCQ,two-op-MCQ
323,کدام‌یک از افراد زیر که ریاضی‌دان ایرانی در دوره سلجوقیان است اما موسیقی‌دان نبوده است؟ الف) خیام ب) ناصر خسرو ج) فارابی د) ابن سینا,Which of the following people was an Iranian mathematician during the Seljuk period but was not a musician? A) Omar Khayyám B) Nasir Khusraw C) Al-Farabi D) Avicenna,B,MCQ,two-op-MCQ
324,کدام‌یک از افراد زیر که فیلسوف ایرانی در دوره سلجوقیان است اما ستاره‌شناس نبوده است؟ الف) خیام ب) عین‌القضات همدانی ج) نصیرالدین طوسی د) ابوریحان بیرونی,Which of the following people was an Iranian philosopher during the Seljuk period but was not an astronomer? A) Omar Khayyám B) Ayn al-Quzat Hamadani C) Nasir al-Din al-Tusi D) Biruni,B,MCQ,two-op-MCQ
325,کدام‌یک از افراد زیر که فیلسوف ایرانی در دوره سلجوقیان است اما موسیقی‌دان نبوده است؟ الف) خیام ب) خازنی ج) فارابی د) ابن سینا,Which of the following people was an Iranian philosopher during the Seljuk period but was not a musician? A) Omar Khayyám B) Al-Khazini C) Al-Farabi D) Avicenna,B,MCQ,two-op-MCQ
326,کدام‌یک از افراد زیر که شاعر ایرانی در دوره سلجوقیان است اما ریاضی‌دان نبوده است؟ الف) خیام ب) ازرقی ج) ناصرخسرو د) مسعود سعد سلمان,Which of the following people was an Iranian poet during the Seljuk period but was not a mathematician? A) Omar Khayyám B) Azraqi C) Nasir Khusraw D) Masud Sa'd Salman,B,MCQ,two-op-MCQ
327,کدام‌یک از افراد زیر که شاعر ایرانی در دوره سلجوقیان است اما فیلسوف نبوده است؟ الف) ناصرخسرو ب) سوزنی سمرقندی ج) عین‌القضات همدانی د) خیام,Which of the following people was an Iranian poet during the Seljuk period but was not a philosopher? A) Nasir Khusraw B) Suzani Samarqandi C) Ayn al-Quzat Hamadani D) Omar Khayyám,B,MCQ,two-op-MCQ
328,کدام‌یک از افراد زیر که شاعر ایرانی در دوره سلجوقیان است اما ستاره‌شناس نبوده است؟ الف) خیام ب) طغرایی ج) شیخ بهایی د) انوری,Which of the following people was an Iranian poet during the Seljuk period but was not an astronomer? A) Omar Khayyám B) Al-Tughrai C) Baha al-Din al-Amili D) Anvari,B,MCQ,two-op-MCQ
329,کدام‌یک از افراد زیر که شاعر ایرانی در دوره سلجوقیان است اما موسیقی‌دان نبوده است؟ الف) خیام ب) جمال‌الدین محمد اصفهانی ج) رودکی د) فرخی سیستانی,Which of the following people was an Iranian poet during the Seljuk period but was not a musician? A) Omar Khayyám B) Jamal al-Din Muhammad Isfahani C) Rudaki D) Farrokhi Sistani,B,MCQ,two-op-MCQ
330,کدام‌یک از افراد زیر که ستاره‌شناس ایرانی در دوره سلجوقیان است اما شاعر نبوده است؟ الف) خیام ب) حسن صباح ج) شیخ فضل الله نوری د) حافظ,Which of the following people was an Iranian astronomer during the Seljuk period but was not a poet? A) Omar Khayyám B) Hasan-i Sabbah C) Sheikh Fazlollah Nuri D) Hafez,B,MCQ,two-op-MCQ
331,کدام‌یک از افراد زیر یا شاعر دوره سلجوقی است، یا ریاضی‌دان و فیلسوف دوره سلجوقی است؟ الف) حافظ ب) عین‌القضات همدانی ج) شاه شجاع د) سعدی,"Which of the following people either is a Seljuk-period poet, or is a Seljuk-period mathematician and philosopher? A) Hafez B) Ayn al-Quzat Hamadani C) Shah Shoja D) Saadi",B,MCQ,two-op-MCQ
332,کدام‌یک از افراد زیر یا ریاضی‌دان دوره سلجوقی است، یا فیلسوف و شاعر دوره سلجوقی است؟ الف) فردوسی ب) ناصرخسرو ج) بیهقی د) نظامی,"Which of the following people either is a Seljuk-period mathematician, or is a Seljuk-period philosopher and poet? A) Ferdowsi B) Nasir Khusraw C) Beyhaqi D) Nizami",B,MCQ,two-op-MCQ
